requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by,motor_age_years,repair_count,days_since_last_repair,previous_refurb_count,bearing_failure_count,winding_failure_count,rotor_failure_count,insulation_failure_count,dept_failure_rate,make_failure_rate,duty_cycle_encoded,make_encoded,equipment_type_encoded,application_use_encoded,health_score,risk_category,risk_label
1095,Pump Motor,EQ10002,2002,Cooling Tower Fan,Blast Furnace,1,ABB,H116,D250M,400.0 KW,392.21,400.0,450.43,3000,Continuous with Intermittent Load (S6),6600,39.21,2025-10-19,20:32:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,3,Pump Motor,4,6306 2RS,CLOSED,2025-10-19 00:00:00,2025-11-06 00:00:00,operator_14,supervisor_01,24,5,237.0,5,1,3,1,0,3.8405797101449277,4.428571428571429,1,0,5,2,24.1,3,CRITICAL
4,AC Motor,EQ10003,2017,Cooling Tower Fan,Blast Furnace,1,Siemens,D966,D180L,22.0 KW,22.22,22.0,25.61,1000,Continuous (S1),3300,4.34,2025-07-04,11:41:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,4,6306 2RS,DISPATCHED,2025-07-04 00:00:00,2025-07-15 00:00:00,operator_11,supervisor_07,9,1,1095.0,1,0,0,1,0,3.8405797101449277,4.48,0,7,0,2,94.2,0,LOW
1809,Blower Motor,EQ10004,2011,Pump Driving,Blast Furnace,1,ABB,D884,D280M,11.0 KW,11.01,11.0,12.9,1500,Periodic (S5),3300,2.27,2023-04-27,13:58:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-17537,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,CLOSED,2023-04-27 00:00:00,2023-05-18 00:00:00,operator_03,supervisor_04,15,1,1095.0,1,1,0,0,0,3.8405797101449277,4.428571428571429,3,0,1,7,80.9,0,LOW
775,Blower Motor,EQ10004,2011,Pump Driving,Blast Furnace,1,ABB,D555,D280M,11.0 KW,11.01,11.0,12.9,1500,Periodic (S5),3300,2.27,2025-01-31,20:13:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-68735,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,CLOSED,2025-01-31 00:00:00,2025-02-16 00:00:00,operator_03,supervisor_02,15,2,645.0,2,2,0,0,0,3.8405797101449277,4.428571428571429,3,0,1,7,68.6,1,MEDIUM
5,Blower Motor,EQ10004,2011,Pump Driving,Blast Furnace,1,ABB,E712,D280M,11.0 KW,11.01,11.0,12.9,1500,Periodic (S5),3300,2.27,2025-09-16,12:18:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,6,6308 2RS,CLOSED,2025-09-16 00:00:00,2025-09-21 00:00:00,operator_15,supervisor_05,15,3,228.0,3,2,0,0,1,3.8405797101449277,4.428571428571429,3,0,1,7,45.6,2,HIGH
6,DC Motor,EQ10005,2016,Mixer Agitator,Hot Strip Mill,1,Kirloskar,S890,D355M,7.5 KW,7.44,7.5,8.7,750,Continuous (S1),415,11.97,2023-03-25,20:51:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,1,6205 2RS,CLOSED,2023-03-25 00:00:00,2023-04-21 00:00:00,operator_19,supervisor_03,10,1,1095.0,1,0,1,0,0,3.84375,3.5555555555555554,0,5,4,6,71.5,1,MEDIUM
1562,DC Motor,EQ10005,2016,Mixer Agitator,Hot Strip Mill,1,Kirloskar,D823,D355M,7.5 KW,7.44,7.5,8.7,750,Continuous (S1),415,11.97,2025-05-20,07:32:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-21920,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,1,6205 2RS,CLOSED,2025-05-20 00:00:00,2025-06-04 00:00:00,operator_13,supervisor_04,10,2,787.0,2,0,2,0,0,3.84375,3.5555555555555554,0,5,4,6,71.1,1,MEDIUM
697,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,K732,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2023-07-21,13:08:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,3,6305 2RS,CLOSED,2023-07-21 00:00:00,2023-08-16 00:00:00,operator_08,supervisor_06,11,1,1095.0,1,0,0,0,1,4.419354838709677,4.291666666666667,4,9,1,2,86.9,0,LOW
1762,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,S919,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2023-11-04,08:36:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,3,6305 2RS,DISPATCHED,2023-11-04 00:00:00,2023-11-27 00:00:00,operator_14,supervisor_02,11,2,106.0,2,0,1,0,1,4.419354838709677,4.291666666666667,4,9,1,2,60.1,1,MEDIUM
1176,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,D275,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2023-11-11,21:21:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,CLOSED,2023-11-11 00:00:00,2023-11-20 00:00:00,operator_11,supervisor_07,11,3,7.0,3,1,1,0,1,4.419354838709677,4.291666666666667,4,9,1,2,64.1,1,MEDIUM
7,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,E494,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2024-03-14,19:49:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,11,,CLOSED,2024-03-14 00:00:00,2024-03-26 00:00:00,operator_12,supervisor_03,11,4,124.0,4,1,2,0,1,4.419354838709677,4.291666666666667,4,9,1,2,53.5,2,HIGH
1375,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,D898,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2025-05-30,08:44:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-93904,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,9,7206 B,CLOSED,2025-05-30 00:00:00,2025-06-21 00:00:00,operator_01,supervisor_07,11,5,442.0,5,1,2,0,2,4.419354838709677,4.291666666666667,4,9,1,2,56.8,1,MEDIUM
1551,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,H173,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2025-08-05,13:23:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-48551,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,4,6306 2RS,CLOSED,2025-08-05 00:00:00,2025-09-02 00:00:00,operator_19,supervisor_01,11,6,67.0,6,1,3,0,2,4.419354838709677,4.291666666666667,4,9,1,2,34.3,3,CRITICAL
8,Crane Motor,EQ10007,2015,Fan/Blower Driving,Hot Strip Mill,1,Bharat Bijlee,E659,D280S,2.2 KW,2.2,2.2,2.51,3000,Continuous (S1),440,3.38,2023-03-16,12:24:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,5,Crane Motor,1,6205 2RS,CLOSED,2023-03-16 00:00:00,2023-04-07 00:00:00,operator_12,supervisor_02,11,1,1095.0,1,1,0,0,0,3.84375,3.7777777777777777,0,1,3,4,90.4,0,LOW
806,AC Motor,EQ10008,1998,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,K626,D225M,15.0 KW,15.02,15.0,17.99,1500,Continuous (S1),440,23.85,2023-02-25,12:11:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-41286,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2023-02-25 00:00:00,2023-03-13 00:00:00,operator_13,supervisor_01,28,1,1095.0,1,1,0,0,0,3.788732394366197,3.5285714285714285,0,2,0,2,71.2,1,MEDIUM
1701,AC Motor,EQ10008,1998,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,D916,D225M,15.0 KW,15.02,15.0,17.99,1500,Continuous (S1),440,23.85,2023-03-05,17:21:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-37428,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,7,NU 206,CLOSED,2023-03-05 00:00:00,2023-03-14 00:00:00,operator_03,supervisor_01,28,2,8.0,2,1,0,0,1,3.788732394366197,3.5285714285714285,0,2,0,2,48.6,2,HIGH
1431,AC Motor,EQ10008,1998,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,K176,D225M,15.0 KW,15.02,15.0,17.99,1500,Continuous (S1),440,23.85,2025-02-23,08:06:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,1,6205 2RS,DISPATCHED,2025-02-23 00:00:00,2025-03-04 00:00:00,operator_07,supervisor_06,28,3,721.0,3,1,1,0,1,3.788732394366197,3.5285714285714285,0,2,0,2,51.9,2,HIGH
9,AC Motor,EQ10008,1998,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,H760,D225M,15.0 KW,15.02,15.0,17.99,1500,Continuous (S1),440,23.85,2025-04-25,13:08:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,2,6206 2RS,CLOSED,2025-04-25 00:00:00,2025-05-21 00:00:00,operator_18,supervisor_01,28,4,61.0,4,1,1,1,1,3.788732394366197,3.5285714285714285,0,2,0,2,38.6,2,HIGH
978,AC Motor,EQ10008,1998,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,M457,D225M,15.0 KW,15.02,15.0,17.99,1500,Continuous (S1),440,23.85,2025-10-01,16:53:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-71383,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,7,NU 206,CLOSED,2025-10-01 00:00:00,2025-10-27 00:00:00,operator_13,supervisor_01,28,5,159.0,5,1,1,1,2,3.788732394366197,3.5285714285714285,0,2,0,2,29.4,3,CRITICAL
1592,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,S632,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2023-01-09,19:02:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-13353,Bearing N/A,2,Bearing Replacement,1,AC Motor,11,,CLOSED,2023-01-09 00:00:00,2023-02-03 00:00:00,operator_07,supervisor_07,29,1,1095.0,1,1,0,0,0,4.191780821917808,4.48,0,7,0,6,75.6,0,LOW
1537,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,E532,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2023-10-02,07:41:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2023-10-02 00:00:00,2023-10-28 00:00:00,operator_15,supervisor_06,29,2,266.0,2,2,0,0,0,4.191780821917808,4.48,0,7,0,6,42.8,2,HIGH
1006,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,E448,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2024-03-10,16:46:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-85993,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,6,6308 2RS,CLOSED,2024-03-10 00:00:00,2024-03-30 00:00:00,operator_10,supervisor_02,29,3,160.0,3,2,0,0,1,4.191780821917808,4.48,0,7,0,6,48.8,2,HIGH
738,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,M163,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2024-06-10,14:16:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-41941,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,4,6306 2RS,CLOSED,2024-06-10 00:00:00,2024-06-12 00:00:00,operator_18,supervisor_02,29,4,92.0,4,2,1,0,1,4.191780821917808,4.48,0,7,0,6,36.0,2,HIGH
973,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,E391,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2025-03-10,15:26:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",6,Shaft Repair,1,AC Motor,5,6307 2RS,CLOSED,2025-03-10 00:00:00,2025-03-26 00:00:00,operator_04,supervisor_01,29,5,273.0,5,2,1,1,1,4.191780821917808,4.48,0,7,0,6,29.1,3,CRITICAL
10,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,S166,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2025-04-28,16:30:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,3,6305 2RS,CLOSED,2025-04-28 00:00:00,2025-05-10 00:00:00,operator_04,supervisor_04,29,6,49.0,6,2,2,1,1,4.191780821917808,4.48,0,7,0,6,19.3,3,CRITICAL
1798,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,D613,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2025-05-23,19:53:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,DISPATCHED,2025-05-23 00:00:00,2025-06-21 00:00:00,operator_04,supervisor_07,29,7,25.0,7,3,2,1,1,4.191780821917808,4.48,0,7,0,6,15.4,3,CRITICAL
1790,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,H706,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2023-11-16,21:08:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 206,2,Bearing Replacement,3,Pump Motor,7,NU 206,DISPATCHED,2023-11-16 00:00:00,2023-11-19 00:00:00,operator_18,supervisor_06,6,1,1095.0,1,1,0,0,0,3.84375,4.48,0,7,5,3,96.3,0,LOW
1604,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,K708,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2024-01-02,10:59:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 7206 B,2,Bearing Replacement,3,Pump Motor,9,7206 B,CLOSED,2024-01-02 00:00:00,2024-01-24 00:00:00,operator_16,supervisor_01,6,2,47.0,2,2,0,0,0,3.84375,4.48,0,7,5,3,72.1,1,MEDIUM
940,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,S331,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2024-01-06,14:56:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-51576,Bearing NU 308,2,Bearing Replacement,3,Pump Motor,8,NU 308,CLOSED,2024-01-06 00:00:00,2024-01-10 00:00:00,operator_10,supervisor_02,6,3,4.0,3,2,0,1,0,3.84375,4.48,0,7,5,3,59.8,1,MEDIUM
11,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,S515,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2024-02-11,18:16:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,3,Pump Motor,3,6305 2RS,CLOSED,2024-02-11 00:00:00,2024-02-25 00:00:00,operator_06,supervisor_03,6,4,36.0,4,3,0,1,0,3.84375,4.48,0,7,5,3,52.0,2,HIGH
528,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,E221,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2024-08-21,07:10:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-67026,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,7,NU 206,DISPATCHED,2024-08-21 00:00:00,2024-09-05 00:00:00,operator_11,supervisor_03,6,5,192.0,5,3,1,1,0,3.84375,4.48,0,7,5,3,43.8,2,HIGH
619,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,M255,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2025-11-04,21:33:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-17407,Bearing NU 206,2,Bearing Replacement,3,Pump Motor,7,NU 206,CLOSED,2025-11-04 00:00:00,2025-11-26 00:00:00,operator_07,supervisor_03,6,6,440.0,6,4,1,1,0,3.84375,4.48,0,7,5,3,49.6,2,HIGH
756,DC Motor,EQ10011,2000,Rolling Mill Drive,Blast Furnace,1,Siemens,M780,D315S,1.5 KW,1.48,1.5,1.69,1000,Periodic (S5),415,2.4,2023-01-23,11:43:00,Temperature rise exceeding limits,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,2,6206 2RS,DISPATCHED,2023-01-23 00:00:00,2023-02-12 00:00:00,operator_06,supervisor_03,26,1,1095.0,1,0,0,0,0,3.8405797101449277,4.48,3,7,4,8,79.7,0,LOW
